angle_deg,r_inner_mm,r_outer_mm,thickness_mm,protrusion_mm
0.010986328125,3182.913969370679,3346.4500000000003,163.53603062932143,163.5360306293237
0.032958984375,3182.77336023498,3346.4500000000003,163.67663976502035,163.67663976502263
0.054931640625,3182.4930668978304,3346.4500000000003,163.95693310216984,163.95693310217212
0.076904296875,3182.3533827778456,3346.4500000000003,164.0966172221547,164.09661722215696
0.098876953125,3182.21400707776,3346.4500000000003,164.23599292224026,164.23599292224253
0.12084960937499999,3182.0749398381017,3346.4500000000003,164.37506016189855,164.37506016190082
0.142822265625,3181.7977309017547,3346.4500000000003,164.6522690982456,164.65226909824787
0.164794921875,3181.6595892857076,3346.45,164.7904107142922,164.79041071429492
0.186767578125,3181.5217562913667,3346.4500000000003,164.92824370863354,164.92824370863582
0.208740234375,3181.384231958844,3346.4500000000003,165.0657680411564,165.06576804115866
0.230712890625,3181.1101094392934,3346.4500000000003,165.33989056070686,165.33989056070914
0.252685546875,3172.982736896005,3346.4500000000007,173.46726310399572,173.46726310399754
0.274658203125,3172.727339552357,3346.4500000000007,173.72266044764365,173.72266044764547
0.296630859375,3172.689181270288,3346.4500000000003,173.76081872971235,173.76081872971463
0.318603515625,3172.613809838982,3346.4500000000003,173.8361901610183,173.83619016102057
0.340576171875,3172.5765967121984,3346.4500000000007,173.87340328780238,173.8734032878042
0.362548828125,3172.539698659475,3346.4500000000003,173.91030134052517,173.91030134052744
0.384521484375,3172.503115691805,3346.4500000000003,173.94688430819542,173.9468843081977
0.406494140625,3172.4668478200883,3346.4500000000007,173.9831521799124,173.9831521799142
0.428466796875,3172.3952574076493,3346.4500000000003,174.05474259235098,174.05474259235325
0.45043945312500006,3172.3599348882594,3346.4500000000007,174.0900651117413,174.09006511174312
0.472412109375,3172.3249275074904,3346.4500000000003,174.12507249250984,174.12507249251212
0.4943847656249999,3172.2902352757737,3346.4500000000003,174.15976472422653,174.1597647242288
0.516357421875,3172.2217963007643,3346.4500000000003,174.22820369923602,174.2282036992383
