angle_deg,r_inner_mm,r_outer_mm,thickness_mm,protrusion_mm
0.010986328125,4406.000095988322,4565.999999999921,159.99990401159903,159.99990401159994
0.032958984375,4406.000418211074,4565.99999999992,159.99958178884572,159.99958178884754
0.054931640625,4406.001743554928,4565.99999999992,159.99825644499197,159.99825644499379
0.076904296875,4406.003976762507,4565.99999999992,159.99602323741328,159.9960232374151
0.098876953125,4406.005433814782,4565.99999999992,159.99456618513796,159.99456618513977
0.12084960937499999,4406.009028815183,4565.99999999992,159.99097118473674,159.99097118473856
0.142822265625,4406.013531674804,4565.99999999992,159.98646832511622,159.98646832511804
0.164794921875,4406.016123550975,4565.999999999921,159.98387644894592,159.98387644894683
0.186767578125,4406.021988194034,4565.99999999992,159.97801180588613,159.97801180588795
0.208740234375,4406.028760688303,4565.99999999992,159.97123931161696,159.97123931161877
0.230712890625,4406.032487378355,4565.999999999921,159.96751262156613,159.96751262156704
0.252685546875,4406.040621641414,4565.99999999992,159.959378358506,159.95937835850782
0.274658203125,4406.049663744164,4565.99999999992,159.95033625575616,159.95033625575797
0.296630859375,4406.059613681018,4565.999999999921,159.9403863189027,159.94038631890362
0.318603515625,4406.064929085334,4565.999999999921,159.9350709145865,159.9350709145874
0.340576171875,4406.076240761635,4565.999999999919,159.92375923828422,159.92375923828695
0.362548828125,4406.08846025561,4565.99999999992,159.91153974431018,159.911539744312
0.384521484375,4406.094910431888,4565.999999999921,159.90508956803296,159.90508956803387
0.406494140625,4406.10849163804,4565.999999999921,159.89150836188128,159.8915083618822
0.428466796875,4406.122980641931,4565.99999999992,159.8770193579894,159.87701935799123
0.45043945312500006,4406.130565565253,4565.999999999921,159.8694344346677,159.86943443466862
0.472412109375,4406.146416248789,4565.99999999992,159.85358375113083,159.85358375113265
0.4943847656249999,4406.163174706626,4565.99999999992,159.83682529329417,159.836825293296
0.516357421875,4406.17189434769,4565.99999999992,159.82810565223008,159.8281056522319
0.538330078125,4406.190014447381,4565.99999999992,159.80998555253882,159.80998555254064
0.5603027343750001,4406.209042294424,4565.99999999992,159.7909577054961,159.79095770549793
0.582275390625,4406.228977877061,4565.99999999992,159.771022122859,159.7710221228608
0.6042480468749999,4406.239286065398,4565.999999999921,159.76071393452276,159.76071393452366
0.6262207031250001,4406.26058322815,4565.999999999921,159.73941677177118,159.73941677177208
0.648193359375,4406.28278809464,4565.99999999992,159.71721190528024,159.71721190528206
0.6701660156249999,4406.294230912521,4565.999999999921,159.70576908739986,159.70576908740077
0.692138671875,4406.317797308717,4565.999999999921,159.6822026912041,159.68220269120502
0.714111328125,4406.342271373295,4565.99999999992,159.6577286266247,159.65772862662652
0.7360839843750001,4406.354848776523,4565.999999999921,159.645151223398,159.6451512233989
0.758056640625,4406.380684315141,4565.99999999992,159.6193156847794,159.6193156847812
0.7800292968749999,4406.40742748328,4565.99999999992,159.59257251663985,159.59257251664167
0.8020019531250001,4406.421139423276,4565.99999999992,159.57886057664382,159.57886057664564
0.823974609375,4406.449244004536,4565.999999999921,159.55075599538486,159.55075599538577
0.8459472656249999,4406.47825617295,4565.99999999992,159.52174382697012,159.52174382697194
0.867919921875,4406.493102596761,4565.999999999919,159.5068974031583,159.50689740316102
0.889892578125,4406.523476112122,4565.999999999921,159.47652388779898,159.47652388779989
0.9118652343750001,4406.554757168773,4565.999999999921,159.44524283114788,159.4452428311488
0.933837890625,4406.5869457473855,4565.999999999921,159.4130542525354,159.4130542525363
0.9558105468749999,4406.603380351235,4565.999999999921,159.39661964868628,159.3966196486872
0.9777832031249999,4406.636930175327,4565.999999999921,159.36306982459428,159.3630698245952
0.999755859375,4406.671387470614,4565.99999999992,159.32861252930616,159.32861252930797
1.021728515625,4406.6889564133235,4565.999999999921,159.3110435865974,159.31104358659832
1.043701171875,4406.724774875312,4565.99999999992,159.27522512460837,159.2752251246102
1.065673828125,4406.761500754226,4565.999999999921,159.23849924569458,159.2384992456955
1.0876464843749998,4406.780203967962,4565.99999999992,159.21979603195814,159.21979603195996
1.109619140625,4406.818290929552,4565.99999999992,159.18170907036802,159.18170907036983
1.1315917968750002,4406.8572852503,4565.99999999992,159.1427147496197,159.14271474962152
1.153564453125,4406.877122662853,4565.99999999992,159.1228773370667,159.12287733706853
1.175537109375,4406.917477977003,4565.999999999921,159.08252202291806,159.08252202291897
1.197509765625,4406.958740589047,4565.99999999992,159.04125941087295,159.04125941087477
1.219482421875,4407.000910473499,4565.99999999992,158.9990895264209,158.99908952642272
1.241455078125,4407.022335634762,4565.99999999992,158.97766436515758,158.9776643651594
1.263427734375,4407.06586637882,4565.999999999921,158.93413362110095,158.93413362110186
1.285400390625,4407.110304329128,4565.99999999992,158.8896956707922,158.88969567079403
