angle_deg,r_inner_mm,r_outer_mm,thickness_mm,protrusion_mm
0.010986328125,4386.180416893497,4566.000000000247,179.81958310675054,179.81958310682603
0.032958984375,4386.2036556707435,4566.000000000247,179.79634432950388,179.79634432957937
0.054931640625,4386.227806297143,4566.000000000248,179.7721937031056,179.77219370318016
0.076904296875,4386.240223549092,4566.000000000249,179.75977645115745,179.75977645123112
0.098876953125,4386.265741920804,4566.000000000251,179.7342580794466,179.73425807951844
0.12084960937499999,4386.292172102951,4566.000000000251,179.70782789730038,179.70782789737223
0.142822265625,4386.305729117808,4566.000000000251,179.69427088244265,179.6942708825145
0.164794921875,4386.333526984524,4566.000000000253,179.66647301572903,179.66647301579906
0.186767578125,4386.362236619401,4566.000000000254,179.63776338085245,179.63776338092157
0.208740234375,4386.3918580045365,4566.000000000254,179.60814199571723,179.60814199578635
0.230712890625,4386.407010597701,4566.000000000256,179.59298940255485,179.59298940262215
0.252685546875,4386.437999573415,4566.000000000256,179.5620004268403,179.56200042690762
0.274658203125,4386.469900252146,4566.0000000002565,179.53009974811084,179.53009974817724
0.296630859375,4386.486192473948,4566.000000000257,179.5138075263094,179.51380752637488
0.318603515625,4386.519460669729,4566.000000000258,179.4805393305296,179.48053933059418
0.340576171875,4386.553640517734,4566.000000000259,179.44635948252562,179.4463594825893
0.362548828125,4386.571072304683,4566.00000000026,179.42892769557693,179.4289276956397
0.384521484375,4386.606619590891,4566.000000000261,179.39338040937037,179.3933804094322
0.406494140625,4386.643078474981,4566.000000000262,179.356921525281,179.35692152534193
0.428466796875,4386.661649759151,4566.000000000262,179.33835024111067,179.3383502411716
0.45043945312500006,4386.699475997272,4566.000000000262,179.30052400298973,179.30052400305067
0.472412109375,4386.7382137753875,4566.000000000265,179.26178622487714,179.26178622493535
0.4943847656249999,4386.75792448442,4566.000000000266,179.2420755158455,179.2420755159028
0.516357421875,4386.798029527073,4566.000000000266,179.2019704731929,179.20197047325019
0.538330078125,4386.839046048288,4566.000000000266,179.16095395197772,179.16095395203502
0.5603027343750001,4386.859896105388,4566.0000000002665,179.14010389487885,179.14010389493524
0.582275390625,4386.90227979633,4566.000000000268,179.09772020393848,179.09772020399305
0.6042480468749999,4386.945574900851,4566.000000000267,179.05442509941622,179.0544250994717
